Status Effective,Account Holder,Quantity of Credits,Retirement Reason,Retirement Reason Details,Credit Serial Numbers,Vintage,Date Issued (GMT),Verified Removal,CORSIA Eligible,ARB Eligible,Sustainable Development Goal(s),Project ID,Project Name,Project Site Country,Project Site Location,Project Site State,Project Type,Project Methodology/Protocol,Methodology/Protocol Version
7/5/2023,493,36471,On Behalf of Third Party,Retirement on behalf of Arizona State University FY23,ACR-US-656-2019-1648-1515001 to 1551471,2019,9/2/2022 13:41,,Yes,No,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",ACR102,Whirlpool HFO Amana 656,US,Amana,IOWA,Industrial Process Emissions,Transition to Advanced Formulation Blowing Agents in Foam Manufacturing and Use,Version 3.0
7/5/2023,Vertis Environmental Finance,147,Environmental Benefit,"Retirement on Behalf of I.N.G.E.T.E.K.N.O.S. ESTRUCTURALES, S.A. de C.V. These credits were used to compensate emissions for Ingetek´s Neutrum products.",ACR-US-534-2021-1762-52229 to 52375,2021,1/20/2023 15:50,,No,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,ACR102,Anew - Shaan Seet Native Community Forestry Project,US,Prince of Wales Island,ALASKA,Forest Carbon,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,Version 1.3
7/3/2023,North Bridge Partners LLC,2502,On Behalf of Third Party,On behalf of Patch's customers and/ or their End Users,ACR-US-222-2018-1372-9833 to 12334,2018,10/20/2021 19:13,,No,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,ACR102,Prairie Pothole Avoided Conversion of Grasslands and Shrublands,US,Missouri Coteau,NORTH DAKOTA,Agricultural Land Management,Avoided Conversion of Grasslands and Shrublands to Crop Production,Version 2.0
7/3/2023,Arbor Day Foundation,1463,On Behalf of Third Party,Retired on behalf of BranchPattern,ACR-US-114-2019-1071-177621 to 179083,2019,7/31/2020 21:00,,No,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,ACR102,GreenTrees ACRE (Advanced Carbon Restored Ecosystem),US,Mississippi Alluvial Valley,ARKANSAS,Forest Carbon,Afforestation and Reforestation of Degraded Lands,Version 1.0
7/3/2023,"Tradewater, LLC",220,Environmental Benefit,Climate Heroes - 23.07.03,ACR-US-597-2021-1894-1237 to 1456,2021,5/17/2023 20:33,,No,No,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",ACR102,Tradewater Halon,US,East Liverpool,OHIO,Ozone Depleting Substances,Destruction of Ozone Depleting Substances (ODS) and High-Global Warming Potential (GWP) Foam,Version 2.0
7/3/2023,Vertis Environmental Finance,52,Environmental Benefit,"Retirement on Behalf of I.N.G.E.T.E.K.N.O.S. ESTRUCTURALES, S.A. de C.V. These credits were used to compensate emissions for Ingetek´s Neutrum products.",ACR-US-534-2021-1762-52177 to 52228,2021,1/20/2023 15:50,,No,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,ACR102,Anew - Shaan Seet Native Community Forestry Project,US,Prince of Wales Island,ALASKA,Forest Carbon,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,Version 1.3
6/30/2023,738,9,On Behalf of Third Party,SFNZP0004,ACR-US-222-2017-1373-4077 to 4085,2017,10/20/2021 19:13,,No,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,ACR102,Prairie Pothole Avoided Conversion of Grasslands and Shrublands,US,Missouri Coteau,NORTH DAKOTA,Agricultural Land Management,Avoided Conversion of Grasslands and Shrublands to Crop Production,Version 2.0
6/30/2023,ACT Commodities Inc.,497,Environmental Benefit,"Retired on behalf of ParkerGale, LLC for voluntary purposes",ACR-US-586-2020-1433-121610 to 122106,2020,1/21/2022 18:27,,No,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,ACR102,18 Reserves Forest Carbon Project,US,Near Cleveland,OHIO,Forest Carbon,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,Version 1.3
6/30/2023,Blue Source,1647,On Behalf of Third Party,Retired on behalf of OP #2107,ACR-US-505-2021-1918-1 to 1647,2021,5/31/2023 17:48,Yes,No,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,ACR102,Anew - Sharp Bingham Forestry Project,US,Jackson County,ALABAMA,Forest Carbon,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,Version 1.3
6/30/2023,551,250,On Behalf of Third Party,Carbon offsetting for Flywheel Accelerator USA Inc.,ACR-US-499-2019-1025-93992 to 94241,2019,6/17/2020 13:09,,No,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,ACR102,Anew - Kootznoowoo Native Community Forestry Project,US,Prince of Wales,ALASKA,Forest Carbon,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,Version 1.3
6/30/2023,"Tradewater, LLC",111,Environmental Benefit,Climate Heroes - 23.06.30,ACR-US-597-2021-1894-1126 to 1236,2021,5/17/2023 20:33,,No,No,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",ACR102,Tradewater Halon,US,East Liverpool,OHIO,Ozone Depleting Substances,Destruction of Ozone Depleting Substances (ODS) and High-Global Warming Potential (GWP) Foam,Version 2.0
6/30/2023,Arbor Day Foundation,348,On Behalf of Third Party,Retired for web offset donation,ACR-US-114-2019-1071-177273 to 177620,2019,7/31/2020 21:00,,No,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,ACR102,GreenTrees ACRE (Advanced Carbon Restored Ecosystem),US,Mississippi Alluvial Valley,ARKANSAS,Forest Carbon,Afforestation and Reforestation of Degraded Lands,Version 1.0
6/29/2023,Blue Source,5000,On Behalf of Third Party,Retired on behalf of Prologis’ 2023 direct operational emissions.,ACR-US-587-2021-1609-89686 to 94685,2021,7/20/2022 19:32,Yes,No,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,ACR102,Anew - North Maine Woods Forestry Project,US,"Somerset County, Maine",MAINE,Forest Carbon,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,Version 1.3
6/29/2023,Blue Source,89685,On Behalf of Third Party,Retired on behalf of Prologis’ 2023 footprint.,ACR-US-587-2021-1609-1 to 89685,2021,7/20/2022 19:32,Yes,No,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,ACR102,Anew - North Maine Woods Forestry Project,US,"Somerset County, Maine",MAINE,Forest Carbon,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,Version 1.3
6/29/2023,Blue Source,55315,On Behalf of Third Party,Retired on behalf of Prologis’ 2023 footprint.,ACR-US-587-2020-1611-1538 to 56852,2020,7/20/2022 19:32,Yes,No,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,ACR102,Anew - North Maine Woods Forestry Project,US,"Somerset County, Maine",MAINE,Forest Carbon,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,Version 1.3
6/29/2023,Blue Source,60000,On Behalf of Third Party,Retired on behalf of Prologis’ 2023 footprint.,ACR-US-648-2020-1677-120105 to 180104,2020,10/25/2022 15:28,,Yes,No,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",ACR102,Hudson Technologies HFC Reclamation Project 2020 - Georgia,US,"Atlanta, GA",GEORGIA,Industrial Process Emissions,"Certified Reclaimed HFC Refrigerants, Propellants, and Fire Suppressants",Version 2.0
6/29/2023,Blue Source,250000,On Behalf of Third Party,Retired on behalf of Prologis’ 2023 footprint.,ACR-MX-660-2019-1887-1 to 250000,2019,5/11/2023 20:21,,Yes,No,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",ACR102,Whirlpool HFO Ramos 660,MX,"Blvd. Omega #2150, Parque Industrial Santa Maria, 25903 Ramos Arizpe, Coah.,",COAHUILA,Industrial Process Emissions,Transition to Advanced Formulation Blowing Agents in Foam Manufacturing and Use,Version 3.0
6/29/2023,Blue Source,1000,On Behalf of Third Party,"Retired on behalf  of Rare, Inc., and its supporters",ACR-US-632-2021-1830-6001 to 7000,2021,4/4/2023 21:27,,No,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,ACR102,Anew - Eagle Mountain Forestry Project,US,"New York, New Hampshire, Vermont, Maine",NEW YORK,Forest Carbon,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,Version 1.3
6/29/2023,"Tradewater, LLC",12,Environmental Benefit,Boyne Resorts,ACR-US-670-2021-1618-282 to 293,2021,8/4/2022 16:59,,No,No,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",ACR102,TWRS 2,US,Elk Grove Village,ILLINOIS,Industrial Process Emissions,"Certified Reclaimed HFC Refrigerants, Propellants, and Fire Suppressants",Version 2.0
6/29/2023,"Tradewater, LLC",12,Environmental Benefit,Climate Heroes - 23.06.29,ACR-US-597-2021-1894-1114 to 1125,2021,5/17/2023 20:33,,No,No,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",ACR102,Tradewater Halon,US,East Liverpool,OHIO,Ozone Depleting Substances,Destruction of Ozone Depleting Substances (ODS) and High-Global Warming Potential (GWP) Foam,Version 2.0
6/28/2023,Rubicon Carbon Services LLC,4,Other,Retired on Behalf of Nobody. Not used for Offset Claims,ACR-US-621-2020-1432-433624 to 433627,2020,1/20/2022 19:29,,Yes,No,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",ACR102,Spray Foam Omega 3,US,Arlington,TEXAS,Industrial Process Emissions,Transition to Advanced Formulation Blowing Agents in Foam Manufacturing and Use,Version 2.1
6/28/2023,"Tradewater, LLC",200,On Behalf of Third Party,WeTransfer,ACR-US-597-2021-1894-914 to 1113,2021,5/17/2023 20:33,,No,No,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",ACR102,Tradewater Halon,US,East Liverpool,OHIO,Ozone Depleting Substances,Destruction of Ozone Depleting Substances (ODS) and High-Global Warming Potential (GWP) Foam,Version 2.0
6/28/2023,"Tradewater, LLC",10,Environmental Benefit,Climate Heroes - 23.06.28,ACR-US-597-2021-1894-904 to 913,2021,5/17/2023 20:33,,No,No,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",ACR102,Tradewater Halon,US,East Liverpool,OHIO,Ozone Depleting Substances,Destruction of Ozone Depleting Substances (ODS) and High-Global Warming Potential (GWP) Foam,Version 2.0
6/28/2023,492,4331,Retail Program Requirements,NGB Q2 2023 & Q4 '22 and Q1 '23 Adjustment,ACR-US-506-2019-1228-15823 to 20153,2019,3/18/2021 22:30,,No,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,ACR102,Anew - Greenleaf Forestry Project,US,Upper Peninsula Michigan,MICHIGAN,Forest Carbon,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,Version 1.3
6/27/2023,ACT Commodities Inc.,1500,Environmental Benefit,"Retired on behalf of GHD Group Ltd. to offset 1,500 metric tonnes of Scope 1&2 emissions for FY 23 (01 July 2022- 30 June 2023) or future years",ACR-US-114-2020-1318-180001 to 181500,2020,8/11/2021 22:43,,No,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,ACR102,GreenTrees ACRE (Advanced Carbon Restored Ecosystem),US,Mississippi Alluvial Valley,ARKANSAS,Forest Carbon,Afforestation and Reforestation of Degraded Lands,Version 1.0
6/27/2023,"Anew Environmental, LLC",6,On Behalf of Third Party,On behalf of Patch’s customers and their end users,ACR-US-126-2013-379-323258 to 323263,2013,2/3/2015 23:41,,No,No,"09: Industry, Innovation and Infrastructure;11: Sustainable Cities and Communities;13: Climate Action",ACR102,Seneca Meadows LFG,US,Waterloo,NEW YORK,Landfill Gas Capture & Combustion,Offset Project Methodology for Landfill Methane Collection and Combustion,Version 1.0
6/27/2023,"Anew Environmental, LLC",39,On Behalf of Third Party,On behalf of Patch’s customers and their end users,ACR-US-114-2020-1318-140001 to 140039,2020,8/11/2021 22:43,,No,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,ACR102,GreenTrees ACRE (Advanced Carbon Restored Ecosystem),US,Mississippi Alluvial Valley,ARKANSAS,Forest Carbon,Afforestation and Reforestation of Degraded Lands,Version 1.0
6/27/2023,"Anew Environmental, LLC",1500,On Behalf of Third Party,"Retired on behalf of GHD Group Ltd. to offset 1,500 metric tonnes of GHG emissions for FY 23 (01 July 2022- 30 June 2023) or future years",ACR-US-590-2020-1533-591 to 2090,2020,5/25/2022 15:00,Yes,No,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,ACR102,Anew - Blue Ridge Escarpment Forestry Project,US,"Oconee, Pickens, and Greenville counties",SOUTH CAROLINA,Forest Carbon,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,Version 1.3
6/27/2023,"Tradewater, LLC",22,Environmental Benefit,Climate Heroes - 23.06.27,ACR-US-597-2021-1894-882 to 903,2021,5/17/2023 20:33,,No,No,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",ACR102,Tradewater Halon,US,East Liverpool,OHIO,Ozone Depleting Substances,Destruction of Ozone Depleting Substances (ODS) and High-Global Warming Potential (GWP) Foam,Version 2.0
6/27/2023,"Sterling Planet, Inc.",228,On Behalf of Third Party,"Retired on behalf of Shanghai Good Energy Low-carbon Technology Co.,Ltd for Fulei Library (LEED project)",ACR-US-552-2019-1593-1 to 228,2019,7/6/2022 17:52,,Yes,No,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",ACR102,Foam Blowing Agent Project 002E,US,Rockford,MINNESOTA,Industrial Process Emissions,Transition to Advanced Formulation Blowing Agents in Foam Manufacturing and Use,Version 3.0
6/26/2023,"Tradewater, LLC",147,Environmental Benefit,Climate Heroes - 23.06.26,ACR-US-597-2021-1894-735 to 881,2021,5/17/2023 20:33,,No,No,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",ACR102,Tradewater Halon,US,East Liverpool,OHIO,Ozone Depleting Substances,Destruction of Ozone Depleting Substances (ODS) and High-Global Warming Potential (GWP) Foam,Version 2.0
6/23/2023,South Pole USA Inc.,714,Environmental Benefit,Retired on behalf of VISA to offset carbon emissions associated with 2022 output,ACR-US-188-2019-1626-1 to 714,2019,8/16/2022 22:16,,No,No,"03: Good Health and Well-Being;09: Industry, Innovation and Infrastructure;11: Sustainable Cities and Communities;13: Climate Action",ACR102,"Truck Stop Electrification, BEF",US,Various,TENNESSEE,Transport / Fleet Efficiency,Truck Stop Electrification,Version 1.1
6/23/2023,South Pole USA Inc.,2000,Environmental Benefit,Retired on behalf of VISA to offset carbon emissions associated with 2022 output,ACR-US-637-2019-1565-1 to 2000,2019,6/13/2022 19:34,,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,ACR102,ILTF/NICC & SIG  Keweenaw Bay Indian Community Forest Carbon Project,US,"Baraga, MI",MICHIGAN,Forest Carbon,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,Version 1.3
6/23/2023,South Pole USA Inc.,708,Environmental Benefit,Retired on behalf of VISA to offset carbon emissions associated with 2022 output,ACR-US-188-2018-1627-1 to 708,2018,8/16/2022 22:16,,No,No,"03: Good Health and Well-Being;09: Industry, Innovation and Infrastructure;11: Sustainable Cities and Communities;13: Climate Action",ACR102,"Truck Stop Electrification, BEF",US,Various,TENNESSEE,Transport / Fleet Efficiency,Truck Stop Electrification,Version 1.1
6/23/2023,South Pole USA Inc.,1400,Environmental Benefit,Retired on behalf of VISA to offset carbon emissions associated with 2022 output,ACR-US-386-2018-989-21646 to 23045,2018,4/13/2020 22:50,,No,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,ACR102,Anew - Hudson Farm Forestry Project,US,"Andover, New Jersey",NEW JERSEY,Forest Carbon,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,Version 1.3
6/23/2023,South Pole USA Inc.,3528,Environmental Benefit,Retired on behalf of VISA to offset carbon emissions associated with 2022 output,ACR-US-188-2017-1628-1 to 3528,2017,8/16/2022 22:16,,No,No,"03: Good Health and Well-Being;09: Industry, Innovation and Infrastructure;11: Sustainable Cities and Communities;13: Climate Action",ACR102,"Truck Stop Electrification, BEF",US,Various,TENNESSEE,Transport / Fleet Efficiency,Truck Stop Electrification,Version 1.1
6/23/2023,South Pole USA Inc.,5597,Environmental Benefit,Retired on behalf of VISA to offset carbon emissions associated with 2022 output,ACR-US-188-2016-1629-1 to 5597,2016,8/16/2022 22:16,,No,No,"03: Good Health and Well-Being;09: Industry, Innovation and Infrastructure;11: Sustainable Cities and Communities;13: Climate Action",ACR102,"Truck Stop Electrification, BEF",US,Various,TENNESSEE,Transport / Fleet Efficiency,Truck Stop Electrification,Version 1.1
6/23/2023,South Pole USA Inc.,6945,Environmental Benefit,Retired on behalf of VISA to offset carbon emissions associated with 2022 output,ACR-US-188-2015-1630-1 to 6945,2015,8/16/2022 22:16,,No,No,"03: Good Health and Well-Being;09: Industry, Innovation and Infrastructure;11: Sustainable Cities and Communities;13: Climate Action",ACR102,"Truck Stop Electrification, BEF",US,Various,TENNESSEE,Transport / Fleet Efficiency,Truck Stop Electrification,Version 1.1
6/23/2023,"Tradewater, LLC",56,Environmental Benefit,Climate Heroes - 23.06.23,ACR-US-597-2021-1894-679 to 734,2021,5/17/2023 20:33,,No,No,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",ACR102,Tradewater Halon,US,East Liverpool,OHIO,Ozone Depleting Substances,Destruction of Ozone Depleting Substances (ODS) and High-Global Warming Potential (GWP) Foam,Version 2.0
6/22/2023,"Tradewater, LLC",90,On Behalf of Third Party,Sunburst Hospitality Corporation/Comfort Inn by the Bay - June 2023,ACR-US-670-2021-1618-192 to 281,2021,8/4/2022 16:59,,No,No,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",ACR102,TWRS 2,US,Elk Grove Village,ILLINOIS,Industrial Process Emissions,"Certified Reclaimed HFC Refrigerants, Propellants, and Fire Suppressants",Version 2.0
6/22/2023,"Tradewater, LLC",18,Environmental Benefit,Climate Heroes - 23.06.22,ACR-US-597-2021-1894-661 to 678,2021,5/17/2023 20:33,,No,No,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",ACR102,Tradewater Halon,US,East Liverpool,OHIO,Ozone Depleting Substances,Destruction of Ozone Depleting Substances (ODS) and High-Global Warming Potential (GWP) Foam,Version 2.0
